SBD,Toán,Văn,Sử,Địa,Lí,Sinh,Anh,GDCD,Hóa
2039834,7.4,7.25,7.75,6.75,,,7.2,7.5,,
2040589,7.4,6.25,,,6.75,4.5,8.2,,6.5,
2039080,7.6,7.5,8,6.75,,,7.2,8.25,,
2040966,7.4,7.25,,,6.75,5.75,6.8,,7.5,
2040903,8,6.25,,,7,4,5.2,,7.5,
2039644,7.2,5.75,,,7.5,4.5,10,,6.25,
2040211,8.4,7.25,,,6.75,4.25,9.4,,6.5,
2039141,8.6,4.5,,,7.75,4.75,6.6,,7,
2039707,8,8.5,8.25,8,,,8,7.5,,
2039015,8,6,,,7,3,8.6,,4,
2039205,7.8,8.5,8.5,8,,,8.6,9,,
2040715,8,5.5,,,6.5,5,6.6,,5.25,
2039896,7.2,7.25,,,6.25,3.75,6.8,,4.75,
2039960,7.4,6.5,6.5,6.75,,,6.6,8.25,,
2040148,8.4,7.25,,,6.25,4.25,7,,6.75,
2039328,7.8,7.25,7,6,,,8.2,7,,
2040526,7.2,8.25,6.5,5.75,,,6,8.25,,
2040273,7.6,7.5,,,7.25,4.5,4.8,,5.25,
2040021,6.2,6.75,,,3.5,3.75,5.2,,3.5,
2039584,7.8,7.25,,,6.75,7.5,8.8,,7.75,
2039268,7.4,6.5,,,6.75,3.75,8,,5.25,
2039772,7.8,6.75,,,6.75,4.5,9.6,,7.25,
2040084,9,6,,,7.25,6.5,8.6,,6.75,
2040465,7.4,5.75,6.5,7.5,,,4.6,8.25,,
2039206,9,8,9.5,7.25,,,9,7.75,,
2039016,8.6,6,,,7.75,5,9.4,,6.5,
2040590,7.8,7,,,7.5,4,4.4,,6.25,
2040527,8.2,7.75,,,7.25,5,7,,6.5,
2039395,9.4,7.25,,,9.25,7.25,9.2,,8.25,
2039520,5.8,6.5,8.5,8.25,,,6.2,8.5,,
2039081,9.2,8.25,,,7.75,6.5,6.6,,8.25,
2040401,7.6,7,,,8,6.75,6.6,,8,
2040212,4.4,5.5,8.25,7,,,5.2,8.5,,
2040716,6.8,7.5,,,5,3,6.8,,6,
2039585,7.8,8.5,7.75,6.25,,,7,7.25,,
2039329,7,6.75,,,5.5,4,9.2,,4.5,
2040149,7.8,8,8.5,7.5,,,5.2,8.75,,
2040022,6.6,6,,,5.25,3,4.6,,3.25,
2039708,8,8,,,5.5,7.5,8.2,,7.75,
2040904,8.2,6.5,,,6.5,5.25,5.8,,7.75,
2039961,8.4,6,,,6.75,3,4.8,,6,
2040841,8.4,5.5,,,8.5,5.5,8.2,,6.75,
2039835,7.4,6.25,,,6.75,4,7.4,,4.5,
2039897,6.8,5,,,6.25,4.5,8.2,,4.25,
2040967,7.2,7.5,5.25,5.5,,,5.6,8,,
2040653,6.8,6.5,,,8,5,8,,5.5,
2040779,5.4,7,,,4.75,5.25,6.4,,5.5,
2039645,8.8,7.25,,,6.75,5.75,9.2,,7.25,
2039142,6.8,6.75,8.75,7,,,9.6,7.5,,
2039269,8.2,6.25,,,6.25,4,8.4,,4.5,
2040274,6.8,7,,,8.25,4,8.2,,6.25,
2039456,8.4,7,,,3.25,7.25,6,,7,
2039773,8,6.25,6.25,4,,,9.2,7.5,,
2040338,7.2,6.5,,,6.75,6.75,7.2,,5,
2040085,7.2,7,,,7.25,5.5,8.2,,5.5,
2040466,7.6,3.75,,,6.25,4,5,,4.75,
2039017,8.2,7.5,,,8,6.75,9,,7,
2039330,8,7.75,,,7.5,7.25,8,,8.25,
2039586,9,6.75,,,7.25,7.75,6.8,,8.25,
2039207,7.2,7.5,6.75,7.25,,,8.2,8.5,,
2039143,8.2,4.75,,,7.75,5,7,,8.25,
2040717,7.8,7.5,,,6.25,8,8.8,,9,
2040591,8.2,7.5,,,7.25,6.25,7.2,,7.5,
2040023,7.6,6.5,,,5.25,4.25,3.8,,7,
2039774,7.4,6.25,,,7.75,4,8.4,,3.5,
2040968,6,8.25,7.25,7.5,,,6,8.75,,
2040150,8.6,7.5,,,8.5,6.75,6.2,,6.75,
2039898,5,7,7,7.5,,,7.2,8.5,,
2040213,8.4,7.25,,,6.75,6.75,6.8,,8.5,
2040780,9.2,7,,,9.25,6,7.6,,9,
2039082,8,7.75,,,5.75,3.75,8.8,,8.5,
2040905,8.8,7,,,7,8,8,,8.25,
2040467,7.8,4.25,,,5.25,4.75,6.6,,4,
2040275,8.8,6.5,,,8.5,7.75,8,,8,
2039646,9,6,,,8.25,7.25,8.8,,8,
2039396,8,6.5,,,8.25,5.25,8.6,,8,
2039521,7.8,7.75,3.75,5.75,,,7.2,7.75,,
2039962,8.2,5,,,7.5,5.5,6.6,,4.5,
2039836,6.4,5.25,,,4.25,3.25,4.6,,4.75,
2040528,8.2,6.75,,,7,4.5,8,,8.25,
2039709,8.2,4,,,8.5,3,9,,5.5,
2039457,8.8,5.75,,,8.25,4.75,9.4,,6,
2040402,8.8,6.75,,,6.5,5,,,8.75,
2040339,8,6.5,,,7.5,4,9.2,,7.75,
2039270,8.6,7.5,8.25,6.5,,,8.8,8.5,,
2040654,8.2,5.75,,,7.5,3.25,5,,4.5,
2040086,6.4,4.5,,,4.25,3.25,3.8,,4.5,
2040842,7.6,6.5,,,6,3.5,6.8,,8,
2039331,7.6,8,8,7.5,,,8.6,8.5,,
2039018,8.2,7.75,,,7.75,6.25,9.4,,8.5,
2039587,8,7,,,5.25,7.75,7.6,,8,
2039144,8.2,7,,,8.25,4.25,8.8,,5.75,
2039208,8.8,8.5,8,6.5,,,9.6,9.25,,
2040718,8.6,7,,,5.5,6.25,7.2,,8.25,
2040592,6.4,5.5,,,4.5,2.75,3.8,,3.25,
2040969,8,7.75,,,7.25,5.25,8,,8.5,
2040024,8.6,6,,,7.25,5.25,8,,7,
2039837,5.8,5.25,,,3.25,4,2.6,,3.75,
2040781,8,4.75,,,7,6,5.6,,7.75,
2039083,8.4,8,9,7,,,7.2,8.5,,
2039458,8,6.5,,,7.75,4,9.2,,8,
2039899,7.2,6.25,,,6.5,3,3.4,,7,
2040340,6.8,6.75,,,6,4,7.4,,4,
2040906,7.8,5.75,,,6.5,5,6.4,,7.25,
2039710,9,6.25,,,7.25,4.5,9.6,,7.5,
2040276,6.8,6.25,,,6.75,6,4.6,,7.5,
2040403,8.2,6.25,,,8.5,5,8.8,,7.75,
2039647,8.2,7,,,7.5,4.5,7.6,,7,
2039775,7.2,6,,,3.75,6.25,6.6,,8.5,
2040529,5.4,5.5,,,4.5,5,4.4,,4.75,
2040468,7.8,5,,,7.25,4.25,7.6,,5.25,
2040214,6.4,6.75,6.25,7,,,7.8,7,,
2039963,7.4,6.25,,,7.25,4,9.2,,4,
2040087,7,7,,,6.25,6.25,8,,7.5,
2040151,8.2,5.5,,,7,4.75,5,,7.75,
2039271,8,7.75,5.75,8,,,7,8,,
2039522,8.4,7.25,,,5.5,4.75,8.8,,6.5,
2040655,8.2,6.5,,,8.25,4,7.8,,4,
2040843,6.4,5.75,6.25,6,,,9.2,8.75,,
2039397,8.2,8,,,8,5,8,,7,
2039019,8.6,7.5,,,7.25,4.75,7.6,,8.75,
2039332,8.2,6.75,7,6.75,,,7.2,9,,
2040719,8,6.75,,,8,2.75,6.2,,7.25,
2039588,8.2,8,7.25,7.75,,,7.6,8.5,,
2039209,8,7.5,6,7.25,,,8.4,8,,
2039145,8.4,7.25,,,7.75,6,8.4,,7.5,
2040593,8,7.25,,,6.75,8.25,8.4,,9.5,
2040970,7.8,8,,,6.75,4.75,6.2,,8,
2040025,8,6.25,,,5.75,6.75,6.4,,7.5,
2039838,8,7,,,8.25,5.5,7,,8,
2039776,7.4,5,,,5.5,6.75,9.2,,6.75,
2040469,6,3.5,5.75,8,,,7,8.5,,
2039711,8.4,5.5,,,7.75,4.75,8.8,,8.75,
2039900,7,7.75,,,6.25,4.75,9,,6.5,
2039333,8.2,7.25,7,7.25,,,9.4,8,,
2040656,7.2,5,,,6.25,3.75,6.6,,6.5,
2040215,6.8,5.25,7.5,6,,,2.4,7.75,,
2040277,8,6.75,,,7.25,6.25,5.2,,8,
2039398,8.6,4.75,,,7.5,8.75,9,,8.75,
2039648,8.2,6.25,,,8,3.5,7.6,,7.75,
2040907,8.2,7.5,,,7,4.5,8.2,,6,
2039459,8.8,6.75,,,7.75,3,6,,9.5,
2039523,7.8,8,7.75,8,,,8.6,9,,
2040844,8.4,5.25,,,8.25,6.5,6,,8,
2039020,8.8,6.75,,,9.25,4,7.6,,6.5,
2039964,6.4,6.25,7,7.75,,,6.2,8,,
2040152,8,5.5,,,8,4.25,8.6,,6.75,
2040530,8.4,4.5,,,7,3.5,7,,6.5,
2040088,7.8,7.75,,,6.5,5,8.4,,5.5,
2039084,8.2,6,,,7.25,4.25,8.4,,7.75,
2040782,8.8,5.75,,,8.25,6.25,6.2,,8.25,
2040404,5.2,5,,,4.5,2.25,4,,5.25,
2040341,7.8,5.5,,,5.75,5.5,4.8,,4,
2039210,8,7.25,8.75,8.5,,,9.4,7.75,,
2039589,7.8,7.25,,,5.25,6.5,8.4,,5,
2040720,7.8,8,,,7.5,5.75,8.8,,8,
2039272,8.4,6.5,,,5,4.75,9.2,,6.25,
2039146,8.8,6,,,7.75,3.75,9,,4.5,
2040026,7.6,5.25,,,7.75,5.75,6.2,,4.25,
2040594,7.8,6.75,,,7.5,4.75,6.6,,7,
2039839,4.8,3.75,6,6.5,,,2.6,7.5,,
2040971,8,7.25,,,6.75,5.25,8.4,,5.25,
2040470,6.2,3.75,,,6.25,2.75,3,,4.5,
2039901,8.6,7.5,8,7.25,,,6.6,9.25,,
2039712,9.4,6.25,,,9,6.75,8.8,,9.5,
2039334,8.4,7.5,,,7.5,5.75,9,,6,
2040657,8.2,8.25,,,8.25,5.75,7.8,,8.5,
2039777,8.8,6,,,8.5,5.75,9,,4.5,
2039649,5.4,5.5,,,3.75,4.5,4.4,,5.75,
2039399,8.8,7.5,,,9.25,7.25,9.2,,7.25,
2039965,8,6.25,,,5.75,4.25,4.6,,7,
2039590,7.6,6.5,6.25,6,,,6,8.75,,
2039460,8.6,7.25,,,8.75,6,9.4,,8,
2040908,7,6.5,,,6,5.5,9.2,,5.5,
2040721,8.6,8,,,6.25,5,6.6,,7.25,
2040216,6.8,5.75,6.25,8,,,8.2,7.75,,
2040153,7.6,6.75,5.5,7.5,,,7.4,7.75,,
2039211,6.2,7.25,8.75,8.25,,,7.6,9.25,,
2040405,8,6.75,,,6.75,4,8.4,,5.5,
2040278,7.4,7,,,8.5,6,9.2,,6,
2040342,6.6,5.25,6.5,6,,,2.8,6.75,,
2039273,8.2,7,6,6.5,,,8.2,6.75,,
2039147,8,5.75,,,7.5,4.5,8.8,,5.75,
2039524,8.6,7.5,,,7.5,5.25,8.4,,6.25,
2040783,7.4,7,,,5.25,4.5,5.6,,6.25,
2039085,8.6,7,,,8,5,7.4,,8,
2039021,7.4,6.75,,,6.25,4.5,7.8,,6.75,
2040531,8.8,6.25,,,8.25,4.5,9.2,,6.5,
2040845,8.2,6.5,,,8.25,5.75,4,,8.75,
2040089,7,8,8,8.5,,,6.2,8.75,,
2040027,8,7.5,,,6.75,7.5,7.2,,7.75,
2040972,7.8,7,,,8.5,5,6.6,,8,
2040595,7.8,5.25,,,7.75,5.5,5.2,,7.75,
2039840,4,6.25,7.75,8,,,5.2,8.5,,
2040471,4.4,4,3.5,6.5,,,2.8,7.5,,
2039902,8.2,4.92,,,5.75,3.75,3,,7,
2039713,9,6.75,,,8.5,3.75,8.4,,6.75,
2039335,8,8,8.25,5.75,,,8.2,7.75,,
2039778,8.4,7.25,,,6.25,5.5,7.4,,9,
2039650,8,6.5,,,6.5,8.25,8.6,,8,
2040658,8.2,7,,,8.5,5.25,8.2,,6.75,
2039400,8.4,7.75,,,7.25,7.25,7.6,,8,
2039461,8.4,7.25,,,8.5,5.75,7.4,,8.75,
2040909,6.6,5.75,5,5.5,,,3.4,7.25,,
2039212,7.6,6.75,7.5,7.5,,,9.6,7.75,,
2039274,8.6,7.25,7.75,8,,,9.4,8.5,,
2040722,6.8,4.5,,,6.25,3.25,7.8,,7,
2039148,8,6.75,,,7.75,5,8.4,,4.75,
2040090,7.8,8,,,7.25,5,9.2,,6,
2040596,6.4,5.25,,,4.75,5,7.2,,7,
2040846,7.8,6,,,6,2.5,5.6,,3.5,
2039086,8.2,6,,,9.25,6.75,9.2,,7.25,
2040343,6.6,5.75,5.5,7,,,4.6,8.75,,
2040406,3,6.25,4.25,6.25,,,2,7.75,,
2040217,6.4,5.75,,,5.75,3.75,3.6,,4.75,
2040154,8.4,7,,,7.75,6.75,8.2,,8,
2040028,9.2,6.5,,,7.5,5.25,9,,7.25,
2040532,8.2,5,,,6.75,2.75,4.6,,3.25,
2039841,7.6,7.75,,,6.25,6.5,7.4,,6.5,
2040279,8.6,7,,,6.75,3.75,8.6,,7,
2040973,7,6.5,,,7.5,4,6.2,,4.75,
2039966,7.2,5.5,,,5.25,2.5,5,,7,
2039591,8.6,6.5,,,8.5,8,9,,7.25,
2039022,7.8,7.25,7.25,6,,,8.6,7.25,,
2039525,8.8,8,,,7.25,7.5,9.2,,7,
2040784,7.8,5,,,6,6,6,,8.25,
2040472,8.2,7.25,,,5.75,3.5,4.4,,5,
2039903,8,6.75,,,6,3.5,6.2,,7,
2039714,8.4,7.5,,,8,4,7.2,,5.75,
2039336,7.8,6.25,,,8,4.75,6.6,,7.5,
2039779,7.4,6.75,,,5.5,4.5,6.2,,4.5,
2039651,8.8,5,,,7.75,4.75,7.8,,5.25,
2040659,7.8,7.25,,,7.5,5.75,3.8,,7.25,
2039401,8.4,6.75,,,6.75,4.5,8,,4.5,
2039462,8.4,6.5,,,7.75,3.75,5.4,,8.5,
2040723,7.8,7,,,8.25,5.25,8.6,,6.5,
2040218,8.2,5.5,,,8.5,4.75,9,,6.25,
2039967,8.4,7.75,7,8.25,,,7.6,9.25,,
2040407,5.8,6.5,7.5,6.5,,,5.8,6.5,,
2039023,7.8,6.75,,,7.5,3.25,6.8,,7.75,
2039149,8.8,6,,,5.75,6.5,8.8,,3.5,
2039213,8.2,7.75,5.25,6.25,,,7.8,6.75,,
2040910,7,7,,,5.25,6,7.2,,3.75,
2039904,6,7,4.75,5.25,,,6.2,8,,
2039842,7.2,7.5,8.5,8,,,7.6,9,,
2039275,7,4.25,,,5.75,2.75,5.4,,5.75,
2040473,6.2,5.75,7.25,7.25,,,7.8,6.75,,
2040597,6.6,6,,,6,3.75,6.6,,7.25,
2040847,8.6,8.25,,,8,6.75,9,,8.75,
2040091,8,7.75,7.25,8.25,,,8,8.75,,
2040155,7.6,6.75,,,5.75,2.75,4.4,,6,
2040533,7.6,6,,,6.25,2.75,5.6,,6,
2039715,8.2,7,,,6.75,7.5,7.6,,7,
2040344,8,6.25,,,8.75,5,8,,4.75,
2039526,8.4,8,,,6.25,4.25,8,,6.25,
2040785,5.6,5.5,,,6.25,3,5.2,,5.5,
2040029,7,4.25,,,6.75,4.25,6.8,,3.5,
2039337,8.2,7,,,4.75,8.75,6.4,,8,
2039592,9.4,7.75,,,8.75,7.5,9.2,,7.5,
2039652,8,7,,,8.25,5.25,8.8,,7.5,
2040280,8.2,7,8.25,8.5,,,7,8.75,,
2040974,4.4,6.5,6,7,,,2.8,8,,
2039087,8.6,7.25,,,6.5,9,8.2,,8.25,
2039780,7.4,7.75,7,5.5,,,9.2,7.25,,
2040660,7.4,6.75,,,7.75,5.25,6,,4.75,
2039463,7.2,6,,,8,8.25,,,7.75,
2039402,8.4,6,,,7,5.25,5.2,,8.25,
2040598,8.8,6.5,,,8,5.5,9.2,,4.75,
2039843,8.8,5.75,,,6.75,3.5,6.8,,6.75,
2039088,8.2,8.75,9.25,7.75,,,9.2,9.75,,
2040786,7.8,7.75,,,6.5,4,9,,6.75,
2040661,8.2,6,,,8.75,4.5,8.8,,8.25,
2039716,7.2,7.75,,,5.75,6,8.6,,7.25,
2039527,8.4,7.5,,,8.25,4.25,9,,6,
2039464,9.2,6.75,,,7.5,5.25,7,,8.5,
2039150,9.2,6.25,,,8.75,5.5,6.8,,8.5,
2039338,8.8,7,,,5.25,8.75,,,8.25,
2040534,7,5.25,6,7,,,2.4,8,,
2040092,7.6,8,7.25,7,,,8.8,8.25,,
2040474,8.4,5.75,,,6,4.25,3.2,,7.25,
2040219,6.6,6.5,,,7,6,6.4,,8.25,
2039653,8.6,6.75,,,8.5,3,5.8,,7.75,
2040156,7.2,5.25,4.75,7.75,,,4.6,8.75,,
2039905,8,6.5,5.5,7.25,,,8.6,8.5,,
2039968,8.8,6.5,,,8.5,7,9.2,,8,
2039214,8.4,8.25,7.5,6.5,,,8.6,7.5,,
2039024,7.4,7,,,5.5,6.25,8,,7.25,
2040911,7.4,6.75,,,6.5,4.5,6.8,,5,
2040724,7.2,7.5,,,5.75,6.5,5.8,,8.75,
2039276,6.8,7,7,7.25,,,8,7.25,,
2040848,7.6,8,5.75,7,,,5.6,7,,
2040408,6,7.25,5,6,,,8.8,7,,
2040345,7.4,6.25,,,7.5,5.75,7.4,,8.25,
2039403,9,7,,,7.75,6,9,,7.75,
2040030,7.4,6.5,,,7.25,4,7.4,,6.5,
2039781,7.4,6.5,,,7,4.5,6.8,,6.5,
2040281,7.6,7.25,6,7,,,6.6,8.25,,
2040975,8,7,7.25,6.75,,,5.8,8.5,,
2039593,8.2,8,,,5,5,8.8,,5.5,
2040599,7.6,6.5,,,6.25,5.75,8.2,,7.25,
2039844,7.4,7,,,6.5,5.5,6,,7.75,
2040031,7.8,6.75,,,7.75,5.5,8,,8.75,
2039151,7.4,7,,,6.5,3.75,7.4,,3.75,
2040976,8,7,,,7.5,5.25,7.8,,6.5,
2039654,8.4,7.25,,,8.25,5.25,8.2,,5.5,
2040912,7.2,5.25,4.25,5.75,,,8.6,8.5,,
2040849,7.4,8,8.25,8.25,,,6,8.75,,
2039594,8.2,8,,,6.25,4.75,8.2,,6.25,
2040093,7,7.75,6.75,6.5,,,9,8,,
2039782,7.6,7.75,,,8,4.5,7.6,,7.5,
2040282,5.8,7,3.25,6.75,,,4,6.75,,
2039404,8.4,5.75,,,8.75,5,9,,6.25,
2040725,6.2,7.25,,,5.5,4.75,7.6,,5.5,
2040157,8.6,8,8.75,7.5,,,7.8,9,,
2040409,7.2,5.5,,,7.75,3.25,7.4,,7,
2040220,6.4,6,,,8.25,3,6.6,,4.75,
2040535,6.4,3,6.5,6,,,6.8,6.75,,
2040475,8.4,5.75,,,8,3.5,3,,8,
2039089,8.8,8,7.75,8,,,8.2,9.25,,
2039277,8,6.5,,,7.75,2.5,5.8,,7.25,
2040346,7.6,7,6.75,7,,,6,8.5,,
2039528,8.6,6.5,,,7.25,7.75,6,,9.25,
2040600,7,5,,,8,5.25,8.6,,6.5,
2039025,7.6,5.5,,,8.75,3.5,7.4,,8,
2039845,5.8,6.75,,,5.75,2.5,2.8,,4.25,
2039465,8.8,6,,,8.75,3.75,8.2,,6,
2039906,7.2,4.5,6.75,7.5,,,6.4,8.75,,
2040662,7.8,7.5,,,5.75,4.25,7.4,,6.25,
2039969,5,4.25,5.5,7.75,,,2.6,6.75,,
2039152,8.8,7.75,,,8,6.5,9.8,,6.5,
2040032,7,6.25,,,5.5,5,7,,7,
2040977,9,8.5,8.25,7,,,8.8,7.75,,
2040094,6,5.75,,,5,2.25,3.8,,5,
2039595,9,7,,,8.5,5,7,,9,
2040347,8.4,7.5,,,7.75,5.5,7.2,,7.5,
2040158,5.6,6.25,5.75,6.75,,,2.4,8,,
2040601,7.4,6.25,,,5.75,5.5,8.8,,6,
2040536,7.2,6.5,,,6.25,5.5,5.4,,6,
2039846,7.6,7.5,6,6.5,,,6.6,7.25,,
2040913,8.2,6.5,,,6,4.75,7.2,,7.25,
2040283,7.8,6.25,8,7.25,,,4.6,8.75,,
2040726,7.6,7.25,,,7.25,5.75,7.6,,7.5,
2039907,6.6,6,,,6,4.5,5,,4.5,
2039278,8,5,,,7,4.5,7.2,,7.75,
2039405,8.6,7,,,8.25,6,5,,7.75,
2039529,8.4,8.25,,,7,5.75,8,,6.5,
2040476,7.6,7.25,,,5.75,4.25,7.2,,7.5,
2039655,8.6,5.5,,,6,9,9.2,,8.75,
2039026,8.6,7.25,7.25,7.75,,,8.8,9,,
2040663,9,7.5,,,8.75,8,9.2,,8.5,
2039466,9.2,8.25,,,7.25,8.5,8.8,,9,
2040410,8,6.75,6.75,6.25,,,8,7.75,,
2039783,7.8,7.25,,,6.25,2.25,9,,5,
2040850,6,5.75,,,5.5,3.5,5,,5.75,
2039090,7.8,8.25,,,8,5.5,8.8,,5.75,
2039970,7,7,,,6.25,4,9.2,,4.75,
2040221,7.8,6.25,,,8.25,5,8.8,,6.5,
2039153,7.4,6.75,,,6.25,6.5,9,,6.25,
2040033,7.6,6.5,,,6.25,3.75,7,,7,
2040787,9.2,6.5,,,5.5,8.5,7.8,,8.5,
2040978,8.2,6.5,4.5,6.5,,,9.2,8.25,,
2039717,7.8,8.25,,,7.5,5.5,8.8,,5.25,
2039339,7.2,7.5,7.5,6.75,,,7.2,8,,
2039215,8.4,7.5,,,8,4.5,8,,8.25,
2040095,7.4,6,,,6.75,5,6.2,,7.5,
2040537,7.8,7,,,4.5,5,8.6,,6.25,
2040727,8.6,7.25,,,8,6.5,8.8,,7.25,
2039847,6.2,7,,,5,5.5,8,,3.75,
2040348,7.2,6.75,,,5.5,5,8,,5.75,
2039279,8.2,5,,,6,2.5,5.6,,4.5,
2039908,8.4,7.25,,,8.25,5,8.2,,6.5,
2039154,7.6,6.5,,,7.5,6,7.2,,8.25,
2040851,7.8,7.5,,,7,6,8.8,,7.5,
2039406,9,7.75,,,8.75,4.75,9,,6.5,
2039027,8,7.5,6.25,6.25,,,8.4,7,,
2040222,7.6,6,,,6.75,6.25,8,,6.25,
2039091,8.8,5.5,,,6.25,8.75,8.4,,8.5,
2040664,7.6,6.75,,,6.75,4.75,7.4,,6.75,
2040411,8,6.5,,,7.25,3.25,6.6,,9.5,
2040034,7,7.25,,,6.25,3.5,8,,3,
2039971,8,7.5,,,7.25,6.75,4.2,,8.25,
2040602,8.6,6,,,7.75,3,8.2,,7.5,
2039467,8.4,7.25,,,7.5,6,8.6,,6.5,
2039530,7.8,7.5,9,7.75,,,9.6,9.5,,
2039656,8,7.25,,,7.25,5.75,8.6,,8.25,
2040477,7.4,6.5,,,8,4.5,8.8,,5.75,
2039784,8,6.25,,,5.5,3.5,8,,4.5,
2040284,6.2,6.5,7.5,6.75,,,4.8,8,,
2039596,8.2,5.75,,,8,6.75,9.4,,6.75,
2040914,6,5.5,5,6.75,,,3.2,6.5,,
2039718,7.2,7,7,5.75,,,8.6,6.75,,
2040979,5.6,7,,,4,3.75,5,,5.25,
2039340,7.6,8,7.5,7,,,8,7.75,,
2039216,8.2,8.25,,,7.75,4.5,8.8,,5.75,
2040159,7.2,6,,,5.5,5.5,5,,5.5,
2040788,8,6,,,8,4.25,8,,4,
2040096,7.2,7.75,8.25,7.75,,,8.2,8.75,,
2040852,8,6.75,,,7.25,8.5,7.8,,7,
2039155,7.8,6.25,,,7,3.75,6.8,,8,
2040538,6.8,5.75,,,6.5,5,6,,5.25,
2039909,7,6.75,6,6.5,,,4.4,6.5,,
2040789,7.8,6.25,,,7.25,2.5,6.2,,6.75,
2039972,7.6,6,,,6.75,5.75,6.2,,6.75,
2039407,8.6,8.5,,,6.25,8,8,,8.75,
2040603,8,6.5,,,7,6.75,5.8,,7.75,
2040728,8,5.5,,,7.5,5.75,8.4,,8.25,
2040412,7.6,5.75,,,5.25,5.75,7.8,,5.25,
2040665,7.6,5.75,,,7.25,3.25,5.4,,6.5,
2040478,6.8,7.25,4.75,6,,,5.8,8.25,,
2039217,9.2,7.5,,,7.5,8.25,8.4,,7,
2039597,8.6,5.5,,,7,8,7.6,,8.75,
2040349,7.6,7.25,,,6.25,4,6,,6,
2040223,8.2,5.5,,,6.5,5.5,9.8,,8,
2039531,9,7,,,6,5,8.6,,9.25,
2039657,8.6,7.75,,,7.25,8.75,8.6,,7.75,
2039341,7.8,7.75,9,8.5,,,9.2,9.5,,
2039028,7.6,7,,,7.5,5.5,8.8,,6.75,
2040915,6,5.25,7.25,7.75,,,4,7.75,,
2039468,8.6,7,,,6.75,3.5,8,,7.5,
2039719,9,7.25,,,8,4.5,6,,6.5,
2039092,9,7,,,8.25,5.5,9,,5.75,
2040285,4.2,6.25,6.5,6.25,,,2.8,7.5,,
2039785,9,7,,,8.5,6,8.4,,6.5,
2040980,7,7,,,6.25,4.25,5.6,,6,
2040160,8.2,4.75,,,8.5,4.5,8.4,,5.25,
2039848,8.4,5.5,,,9,4.75,5.8,,9.25,
2039280,7.8,7.75,,,6.75,6.25,8.6,,7.75,
2040097,7.6,7.5,6.25,6.5,,,7.2,8.75,,
2040035,7.6,6.25,,,5.5,5.5,6.4,,8,
2040853,8.4,7.5,,,6.75,6.25,8.2,,8.5,
2039156,8.6,6.5,,,8.25,5.5,5.4,,8.25,
2040539,6,5.5,5.25,6,,,2.4,7,,
2039973,6.6,5.5,,,7,3.5,7.4,,6.5,
2039281,8.8,6,,,6.75,4.25,5.6,,7,
2039469,8.6,6.75,,,9.75,3.75,9.2,,3.5,
2040479,8.4,7.25,,,7.75,7.5,8.4,,6.75,
2039342,8.4,7.75,,,6.25,5.5,8.8,,7.75,
2039849,7.6,7.5,8.25,7.25,,,8.6,7.5,,
2039408,8,7.25,,,7.5,6.5,8.4,,7.5,
2040666,8,7,,,7.75,4.5,8.6,,7,
2040224,7.4,5.25,9,7.25,,,8.4,9.25,,
2039910,8,6,,,5.5,3.5,7.4,,7.75,
2039532,7.6,8.5,8,7.25,,,9.4,8.5,,
2040981,7.4,5.25,,,7,4.25,6.6,,5.75,
2039720,7.4,6,,,5,6.75,9,,8,
2040413,6.4,6.75,7.75,7.25,,,8.8,9,,
2040350,8.4,6.5,,,5.5,4.25,8.8,,4.75,
2039093,8.6,6.5,,,8.5,4.25,9,,6.25,
2039218,8.6,6,,,7,6.25,5,,6.25,
2039029,8.4,6.5,,,8,4,5.4,,7.75,
2039598,9,7,,,6.75,7.25,8.6,,6.5,
2040161,4.8,5.75,,,4,3.25,2.4,,3.25,
2040286,7.8,7,8.25,8.25,,,8.4,9,,
2040854,7.6,5.5,,,7.75,5.25,8.6,,5.5,
2039658,8.8,6.75,,,8.25,6.25,,,7,
2040790,7,7.75,,,6.25,3.25,6.2,,6.5,
2040729,7.8,6,,,7.75,3,7.4,,8.25,
2040916,7.6,6,,,7.75,4,7.4,,6.25,
2040098,7.6,7.25,,,5.75,5,9.2,,7.75,
2039786,9.4,8,,,6.25,6,8.6,,7.75,
2040036,7.4,7.25,,,6.5,5.5,8.6,,7.5,
2040540,8.4,6.75,,,6.5,4.75,8.4,,8.25,
2039157,9,5.75,,,7.25,4,7,,8,
2040604,8,6,,,6.25,9.25,7.4,,8.75,
2039282,8.2,6.5,,,6,8,7.8,,7.75,
2039974,6.8,7,9.25,8.5,,,7.2,9,,
2039343,6.8,8.5,8.75,6.75,,,9.6,8.75,,
2040667,8.8,5.5,,,7.5,6.75,9.4,,5.5,
2039409,8.4,7.25,,,5.75,6.75,5.6,,6.75,
2040480,8,4.25,,,4.5,4.5,5,,7.25,
2039850,7.4,7,,,8.5,5.75,5,,4.5,
2039470,8,7,,,7.25,3.75,6.2,,7.25,
2040791,7.6,6.75,,,6.25,4.75,6.4,,6,
2039533,8.2,7.25,,,7.5,4.5,9.2,,7,
2040917,8.6,7,,,7,9.25,8,,8.75,
2040225,6,5.75,5,6.5,,,7.6,7.5,,
2040162,8,5.5,,,6.5,6.5,7.6,,7.5,
2040351,9.4,7.25,7.5,7.25,,,8,8.25,,
2039219,8,6,,,8.75,3.75,8.4,,5.25,
